loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type,fully_missing_test_col
L100558,7,2023-11-01,2023-04-01,7,233,400000.0,597000.0,6.918,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2023-11-04,LOS1,complete,0,0,0,0,current,0,,
L100558,8,2023-12-01,2023-04-01,8,232,400000.0,594015.0,,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2023-12-03,LOS2,complete,0,0,0,0,current,0,,
L100558,9,2024-01-01,2023-04-01,9,231,400000.0,591044.93,6.918,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2024-01-04,ServicerFeed,complete,0,0,0,0,current,0,,
L100558,10,2024-02-01,2023-04-01,10,230,400000.0,588089.7,,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2024-02-03,LOS2,complete,0,0,0,0,current,0,,
L100558,11,2024-03-01,2023-04-01,11,229,400000.0,600000.0,6.918,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2024-03-04,LOS2,missing,0,1,0,0,current,1,balance_increase_anomaly,
L100558,12,2024-04-01,2023-04-01,12,228,400000.0,597000.0,,740-780,80-90,36-43,GA,refinance,primary,single_family,ServicerD,current,0,0,0,0,,2024-04-04,LOS2,complete,0,0,0,0,current,0,,
L100561,1,2023-06-01,2023-05-01,1,359,150000.0,149250.0,5.32,660-700,<60,36-43,TX,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2023-06-05,LOS2,complete,0,0,0,0,current,0,,
L100561,2,2023-07-01,2023-05-01,2,358,150000.0,-148503.75,5.32,660-700,<60,36-43,TX,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2023-07-02,ServicerFeed,complete,0,0,0,0,current,1,negative_balance,
L100561,3,2023-08-01,2023-05-01,3,357,150000.0,0.0,5.32,660-700,<60,36-43,TX,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2023-08-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100561,4,2023-09-01,2023-05-01,4,356,150000.0,0.0,5.32,660-700,<60,36-43,TX,refinance,primary,single_family,ServicerC,prepaid,0,0,1,0,,2023-09-04,LOS1,complete,0,0,0,1,prepaid,0,,
L100562,1,2024-01-01,2023-12-01,1,179,250000.0,248750.0,,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-01-01,LOS1,complete,0,0,0,0,current,0,,
L100562,2,2024-02-01,2023-12-01,2,178,250000.0,247506.25,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-02-02,ServicerFeed,complete,0,0,0,0,current,0,,
L100562,3,2024-03-01,2023-12-01,3,177,250000.0,246268.72,,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-03-04,LOS1,complete,0,0,0,0,current,0,,
L100562,4,2024-04-01,2023-12-01,4,176,250000.0,245037.38,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-04-03,LOS2,complete,0,0,0,0,current,0,,
L100562,5,2024-05-01,2023-12-01,5,175,250000.0,243812.19,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-05-03,LOS2,complete,0,0,0,0,current,0,,
L100562,6,2024-06-01,2023-12-01,6,174,250000.0,242593.13,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-06-02,LOS1,complete,0,0,0,0,current,0,,
L100562,7,2024-07-01,2023-12-01,7,173,250000.0,241380.16,,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-07-03,LOS1,complete,0,0,0,0,current,0,,
L100562,8,2024-08-01,2023-12-01,8,172,250000.0,240173.26,,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-08-01,LOS2,missing,0,0,0,0,current,1,missing_rate,
L100562,9,2024-09-01,2023-12-01,9,171,250000.0,238972.39,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-09-04,LOS2,complete,0,0,0,0,current,0,,
L100562,10,2024-10-01,2023-12-01,10,170,250000.0,-237777.53,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-10-05,LOS2,complete,0,0,0,0,current,1,negative_balance,
L100562,11,2024-11-01,2023-12-01,11,169,250000.0,0.0,6.934,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-11-04,LOS2,complete,0,0,0,0,current,0,,
L100562,12,2024-12-01,2023-12-01,12,168,250000.0,0.0,,740-780,70-80,20-30,IL,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-12-05,LOS1,pending,0,0,0,0,current,1,missing_rate,
L100563,1,2023-06-01,2023-05-01,1,239,150000.0,150000.0,4.535,740-780,90-95,36-43,MI,purchase,primary,single_family,ServicerA,prepaid,0,0,1,0,,2023-06-02,LOS1,complete,0,0,0,1,prepaid,0,,
L100564,1,2023-12-01,2023-11-01,1,239,400000.0,398000.0,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-12-03,LOS1,complete,0,0,0,0,current,0,,
L100564,2,2024-01-01,2023-11-01,2,238,400000.0,396010.0,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-01-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100564,3,2024-02-01,2023-11-01,3,237,400000.0,394029.95,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-02-05,LOS2,complete,0,0,0,0,current,0,,
L100564,4,2024-03-01,2023-11-01,4,236,400000.0,392059.8,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-03-04,ServicerFeed,complete,0,0,1,1,current,0,,
L100564,5,2024-04-01,2023-11-01,5,235,400000.0,-390099.5,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-04-05,LOS1,complete,0,1,0,1,current,1,negative_balance,
L100564,6,2024-05-01,2023-11-01,6,234,400000.0,0.0,,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-05-02,LOS1,complete,0,0,0,0,current,0,,
L100564,7,2024-06-01,2023-11-01,7,233,400000.0,0.0,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2024-06-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100564,8,2024-07-01,2023-11-01,8,232,400000.0,600000.0,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,delinquent_90_plus,120,0,0,0,,2024-07-05,ServicerFeed,pending,0,0,0,0,delinquent,1,balance_increase_anomaly,
L100564,9,2024-08-01,2023-11-01,9,231,400000.0,599400.0,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,delinquent_90_plus,90,0,0,0,,2024-08-04,LOS2,complete,0,0,0,0,delinquent,0,,
L100564,10,2024-09-01,2023-11-01,10,230,400000.0,598800.6,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,delinquent_30_60,60,0,0,0,,2024-09-04,LOS2,pending,0,0,0,0,delinquent,0,,
L100564,11,2024-10-01,2023-11-01,11,229,400000.0,598201.8,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,delinquent_30_60,30,0,0,0,,2024-10-01,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100564,12,2024-11-01,2023-11-01,12,228,400000.0,598201.8,4.267,700-740,<60,36-43,NC,purchase,second_home,single_family,ServicerB,prepaid,0,0,1,0,,2024-11-04,LOS2,complete,0,0,0,0,prepaid,0,,
L100565,1,2023-10-01,2023-09-01,1,359,150000.0,149850.0,4.283,700-740,95+,30-36,FL,cashout_refi,investment,multi_family,ServicerB,default,120,0,0,1,0-10,2023-10-03,LOS1,complete,0,0,0,0,default,0,,
L100567,1,2023-08-01,2023-07-01,1,179,300000.0,298500.0,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2023-08-01,LOS1,complete,0,0,0,0,current,0,,
L100567,2,2023-09-01,2023-07-01,2,178,300000.0,297007.5,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2023-09-01,LOS2,complete,0,0,0,0,current,0,,
L100567,3,2023-10-01,2023-07-01,3,177,300000.0,295522.46,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2023-10-01,LOS1,complete,0,0,0,0,current,0,,
L100567,4,2023-11-01,2023-07-01,4,176,300000.0,294044.85,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2023-11-04,LOS1,complete,0,0,0,0,current,0,,
L100567,5,2023-12-01,2023-07-01,5,175,300000.0,292574.63,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2023-12-01,LOS2,complete,0,0,0,0,current,0,,
L100567,6,2024-01-01,2023-07-01,6,174,300000.0,291111.75,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2024-01-04,LOS1,complete,0,1,0,0,current,0,,
L100567,7,2024-02-01,2023-07-01,7,173,300000.0,289656.19,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2024-02-02,ServicerFeed,pending,0,0,0,0,current,0,,
L100567,8,2024-03-01,2023-07-01,8,172,300000.0,288207.91,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2024-03-05,ServicerFeed,,0,0,0,0,current,0,,
L100567,9,2024-04-01,2023-07-01,9,171,300000.0,286766.87,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,current,0,0,0,0,,2024-04-04,LOS1,complete,0,0,0,0,current,0,,
L100567,10,2024-05-01,2023-07-01,10,170,300000.0,286480.11,8.386,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,delinquent_90_plus,90,0,0,0,,2024-05-01,LOS2,complete,0,0,0,0,delinquent,0,,
L100567,11,2024-06-01,2023-07-01,11,169,300000.0,286193.63,,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,delinquent_30_60,60,0,0,0,,2024-06-03,LOS2,complete,0,0,0,0,delinquent,0,,
L100567,12,2024-07-01,2023-07-01,12,168,300000.0,285907.43,,780+,80-90,30-36,PA,refinance,second_home,multi_family,ServicerD,delinquent_30_60,30,0,0,0,,2024-07-05,LOS1,complete,0,0,0,0,delinquent,0,,
L100568,1,2023-08-01,2023-07-01,1,359,150000.0,149250.0,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-08-04,LOS1,complete,0,0,0,0,current,0,,
L100568,2,2023-09-01,2023-07-01,2,358,150000.0,148503.75,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-09-02,ServicerFeed,complete,0,0,0,0,current,0,,
L100568,3,2023-10-01,2023-07-01,3,357,150000.0,147761.23,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-10-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100568,4,2023-11-01,2023-07-01,4,356,150000.0,147022.43,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-11-05,LOS2,complete,0,0,0,0,current,0,,
L100568,5,2023-12-01,2023-07-01,5,355,150000.0,146875.4,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,delinquent_90_plus,90,0,0,0,,2023-12-03,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100568,6,2024-01-01,2023-07-01,6,354,150000.0,146728.53,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,delinquent_30_60,60,0,0,0,,2024-01-03,LOS1,complete,0,1,0,0,delinquent,0,,
L100568,7,2024-02-01,2023-07-01,7,353,150000.0,146581.8,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,delinquent_30_60,30,0,0,0,,2024-02-05,LOS2,complete,0,0,0,0,delinquent,0,,
L100568,8,2024-03-01,2023-07-01,8,352,150000.0,145848.89,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-03-01,LOS1,complete,0,0,0,0,current,0,,
L100568,9,2024-04-01,2023-07-01,9,351,150000.0,145119.65,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-04-01,LOS2,complete,0,0,0,0,current,0,,
L100568,10,2024-05-01,2023-07-01,10,350,150000.0,144394.05,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-05-04,LOS2,complete,0,0,0,0,current,0,,
L100568,11,2024-06-01,2023-07-01,11,349,150000.0,143672.08,,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-06-02,ServicerFeed,complete,0,1,0,0,current,0,,
L100568,12,2024-07-01,2023-07-01,12,348,150000.0,143528.4,7.3,780+,<60,30-36,TX,purchase,primary,single_family,ServicerC,delinquent_90_plus,90,0,0,0,,2024-07-05,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100569,1,2023-04-01,2023-03-01,1,239,300000.0,298500.0,6.29,600-660,60-70,36-43,OH,cashout_refi,second_home,single_family,ServicerA,current,0,0,0,0,,2023-04-02,LOS1,complete,1,0,0,0,current,0,,
L100569,2,2023-05-01,2023-03-01,2,238,300000.0,297007.5,,600-660,60-70,36-43,OH,cashout_refi,second_home,single_family,ServicerA,current,0,0,0,0,,2023-05-03,LOS2,complete,0,0,0,0,current,0,,
L100569,3,2023-06-01,2023-03-01,3,237,300000.0,295522.46,6.29,600-660,60-70,36-43,OH,cashout_refi,second_home,single_family,ServicerA,current,0,0,0,0,,2023-06-03,ServicerFeed,complete,0,0,0,0,current,0,,
L100569,4,2023-07-01,2023-03-01,4,236,300000.0,294044.85,6.29,600-660,60-70,36-43,OH,cashout_refi,second_home,single_family,ServicerA,current,0,0,0,0,,2023-07-03,ServicerFeed,complete,0,0,0,0,current,0,,
L100569,5,2023-08-01,2023-03-01,5,235,300000.0,293750.81,,600-660,60-70,36-43,OH,cashout_refi,second_home,single_family,ServicerA,default,90,0,0,1,25-50,2023-08-05,LOS2,complete,0,0,0,0,default,0,,
L100570,1,2023-07-01,2023-06-01,1,239,200000.0,199000.0,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-07-03,LOS1,complete,0,0,0,0,current,0,,
L100570,2,2023-08-01,2023-06-01,2,238,200000.0,198005.0,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-08-01,LOS1,complete,0,0,0,0,current,0,,
L100570,3,2023-09-01,2023-06-01,3,237,200000.0,197014.98,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-09-04,LOS1,complete,0,0,0,0,current,0,,
L100570,4,2023-10-01,2023-06-01,4,236,200000.0,196029.9,,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2023-10-04,LOS1,pending,0,0,0,0,current,0,,
L100570,5,2023-11-01,2023-06-01,5,235,200000.0,195833.87,,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,delinquent_90_plus,90,0,0,0,,2023-11-05,LOS1,complete,0,0,0,0,delinquent,0,,
L100570,6,2023-12-01,2023-06-01,6,234,200000.0,195638.04,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,delinquent_30_60,60,0,0,0,,2023-12-03,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100570,7,2024-01-01,2023-06-01,7,233,200000.0,195442.4,,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,delinquent_30_60,30,0,0,0,,2024-01-03,LOS2,complete,0,1,0,0,delinquent,0,,
L100570,8,2024-02-01,2023-06-01,8,232,200000.0,194465.19,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-02-05,LOS2,complete,0,0,0,0,current,0,,
L100570,9,2024-03-01,2023-06-01,9,231,200000.0,193492.86,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-03-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100570,10,2024-04-01,2023-06-01,10,230,200000.0,192525.4,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-04-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100570,11,2024-05-01,2023-06-01,11,229,200000.0,191562.77,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-05-04,LOS2,complete,0,0,0,0,current,0,,
L100570,12,2024-06-01,2023-06-01,12,228,200000.0,190604.96,7.165,700-740,<60,<20,MI,purchase,primary,single_family,ServicerC,current,0,0,0,0,,2024-06-01,LOS1,complete,0,0,0,0,current,0,,
L100571,1,2023-10-01,2023-09-01,1,179,500000.0,497500.0,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2023-10-02,ServicerFeed,missing,0,0,0,0,current,0,,
L100571,2,2023-11-01,2023-09-01,2,178,500000.0,495012.5,,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2023-11-01,LOS2,complete,0,0,0,0,current,0,,
L100571,3,2023-12-01,2023-09-01,3,177,500000.0,492537.44,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2023-12-05,LOS1,pending,0,0,0,0,current,0,,
L100571,4,2024-01-01,2023-09-01,4,176,500000.0,490074.75,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-01-03,LOS2,complete,0,0,0,0,current,0,,
L100571,5,2024-02-01,2023-09-01,5,175,500000.0,487624.38,,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-02-01,LOS2,complete,0,0,0,0,current,1,missing_rate,
L100571,6,2024-03-01,2023-09-01,6,174,500000.0,485186.25,,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-03-02,LOS2,complete,0,0,0,0,current,0,,
L100571,7,2024-04-01,2023-09-01,7,173,500000.0,482760.32,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-04-01,LOS1,complete,0,0,0,0,current,0,,
L100571,8,2024-05-01,2023-09-01,8,172,500000.0,480346.52,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-05-01,LOS2,complete,0,0,0,0,current,0,,
L100571,9,2024-06-01,2023-09-01,9,171,500000.0,477944.79,,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-06-05,LOS1,complete,0,0,0,0,current,0,,
L100571,10,2024-07-01,2023-09-01,10,170,500000.0,475555.07,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-07-03,ServicerFeed,pending,0,0,0,0,current,0,,
L100571,11,2024-08-01,2023-09-01,11,169,500000.0,473177.29,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-08-04,LOS1,missing,0,0,0,0,current,0,,
L100571,12,2024-09-01,2023-09-01,12,168,500000.0,470811.4,7.273,700-740,<60,<20,IL,refinance,primary,single_family,ServicerA,current,0,0,0,0,,2024-09-04,LOS1,complete,0,0,0,0,current,0,,
L100572,1,2023-06-01,2023-05-01,1,179,500000.0,497500.0,4.983,700-740,80-90,43-50,OH,cashout_refi,primary,single_family,ServicerC,current,0,0,0,0,,2023-06-04,LOS2,complete,1,0,0,0,current,0,,
L100572,2,2023-07-01,2023-05-01,2,178,500000.0,495012.5,4.983,700-740,80-90,43-50,OH,cashout_refi,primary,single_family,ServicerC,current,0,0,0,0,,2023-07-03,LOS1,complete,0,0,0,0,current,0,,
L100572,3,2023-08-01,2023-05-01,3,177,500000.0,495012.5,4.983,700-740,80-90,43-50,OH,cashout_refi,primary,single_family,ServicerC,prepaid,0,0,1,0,,2023-08-05,LOS1,complete,0,0,0,0,prepaid,0,,
L100573,1,2023-02-01,2023-01-01,1,359,300000.0,298500.0,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-02-04,LOS2,complete,0,0,0,0,current,0,,
L100573,2,2023-03-01,2023-01-01,-5,358,300000.0,297007.5,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-03-01,LOS1,complete,0,0,0,0,current,0,,
L100573,3,2023-04-01,2023-01-01,3,357,300000.0,295522.46,,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-04-05,LOS1,complete,0,0,0,0,current,0,,
L100573,4,2023-05-01,2023-01-01,4,356,300000.0,294044.85,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-05-04,ServicerFeed,complete,0,0,0,0,current,0,,
L100573,5,2023-06-01,2023-01-01,5,355,300000.0,292574.63,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-06-01,LOS2,complete,0,0,0,0,current,0,,
L100573,6,2023-07-01,2023-01-01,6,354,300000.0,291111.75,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-07-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100573,7,2023-08-01,2023-01-01,7,353,300000.0,289656.19,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-08-04,LOS1,complete,0,0,0,0,current,0,,
L100573,8,2023-09-01,2023-01-01,8,352,300000.0,288207.91,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-09-04,LOS2,complete,0,0,0,0,current,0,,
L100573,9,2023-10-01,2023-01-01,9,351,300000.0,286766.87,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-10-04,LOS1,complete,0,0,0,0,current,0,,
L100573,10,2023-11-01,2023-01-01,10,350,300000.0,285333.04,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-11-02,LOS2,complete,0,0,0,0,current,0,,
L100573,11,2023-12-01,2023-01-01,11,349,300000.0,283906.37,,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2023-12-03,LOS1,complete,0,0,0,0,current,0,,
L100573,12,2024-01-01,2023-01-01,12,348,300000.0,282486.84,6.513,780+,80-90,<20,FL,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-01-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100574,1,2023-12-01,2023-11-01,1,179,250000.0,248750.0,,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2023-12-02,ServicerFeed,complete,0,0,1,0,current,0,,
L100574,2,2024-01-01,2023-11-01,2,178,250000.0,247506.25,,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-01-04,LOS2,complete,0,0,0,1,current,0,,
L100574,3,2024-02-01,2023-11-01,3,177,250000.0,246268.72,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-02-03,LOS1,complete,0,0,0,0,current,0,,
L100574,4,2024-03-01,2023-11-01,4,176,250000.0,245037.38,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-03-05,ServicerFeed,complete,0,1,0,1,current,0,,
L100574,5,2024-04-01,2023-11-01,5,175,250000.0,243812.19,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-04-04,LOS2,complete,0,0,0,0,current,0,,
L100574,6,2024-05-01,2023-11-01,6,174,250000.0,242593.13,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-05-02,ServicerFeed,complete,0,1,0,0,current,0,,
L100574,7,2024-06-01,2023-11-01,7,173,250000.0,241380.16,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-06-04,LOS1,complete,0,0,0,0,current,0,,
L100574,8,2024-07-01,2023-11-01,8,172,250000.0,240173.26,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-07-02,LOS2,complete,0,0,0,1,current,0,,
L100574,9,2024-08-01,2023-11-01,9,171,250000.0,238972.39,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-08-02,LOS1,pending,0,0,0,1,current,0,,
L100574,10,2024-09-01,2023-11-01,10,170,250000.0,-237777.53,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-09-04,LOS2,complete,0,0,0,0,current,1,negative_balance,
L100574,11,2024-10-01,2023-11-01,11,169,250000.0,0.0,5.291,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-10-02,LOS1,complete,0,0,0,1,current,0,,
L100574,12,2024-11-01,2023-11-01,12,168,250000.0,0.0,,780+,70-80,36-43,OH,purchase,primary,condo,ServicerD,current,0,0,0,0,,2024-11-05,LOS1,complete,0,0,0,0,current,0,,
L100577,1,2023-11-01,2023-10-01,1,179,350000.0,348250.0,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-11-05,LOS2,complete,0,0,0,1,current,0,,
L100577,2,2023-12-01,2023-10-01,2,178,350000.0,346508.75,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-12-02,ServicerFeed,complete,1,1,0,0,current,0,,
L100577,3,2024-01-01,2023-10-01,3,177,350000.0,344776.21,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2024-01-04,ServicerFeed,missing,0,0,0,0,current,0,,
L100577,4,2024-02-01,2023-10-01,4,176,350000.0,343052.33,,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2024-02-05,LOS2,complete,1,0,0,0,current,1,missing_rate,
L100577,5,2024-03-01,2023-10-01,5,175,350000.0,341337.06,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2024-03-03,ServicerFeed,complete,0,0,0,0,current,0,,
L100577,6,2024-04-01,2023-10-01,6,174,350000.0,339630.38,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2024-04-05,ServicerFeed,complete,1,0,0,0,current,0,,
L100577,7,2024-05-01,2023-10-01,7,173,350000.0,337932.23,3.0,700-740,<60,36-43,MI,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2024-05-02,LOS2,complete,0,0,0,1,current,0,,
